asin,name,pdate,rating,review,Label
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,30-08-20,3,The scent and feel of the hand wash seems different from earlier ones as I have been using this brand purechased from  Amazon dealers only since last six months. My impression after first use was it being inferior or not genuine product. As it came from Cloudtrail I do not doubt it but still there is something wrong with this supply.,1
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,17-07-20,2,The fragrance that is left behind using the green color product makes you feel in heaven while this wants to run to hell and stay there. This product needs a better smell for this particular blue liquid handwash. I feel like I am in a hospital every time I wash my hands with it.,0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,18-05-20,5,"Firstly thanks to Amazon for ""Delivering Essential Items"" during the lockdown in ""Red Zones"" as it is impossible to think of online product deliveries  in the current situation.No issues with the product ???ç????",0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,11-07-20,4,This handwash gives a mild scent and very good on pocket. A little liquid spreads well and lathers up well to clean hands efficiently. The reduced MRP makes it more affordable and an added gain. One of the first products in our most essential lists.,1
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,01-06-20,4,"I always used Dettol handwash, pink one, that's always better for me.But after using this, I personally feel that it is soften than Dettol handwash.Smell is also better, and foam development is better than Dettol.",0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,16-06-20,5,Purchased 2 packs of 750ml each but surprised to see 1 full pack of 750ml filled into my pump dispenser of 650 ml capacity. To be noted my dispenser is an empty bottle of pantene shampoo having standard capacity. Sure about less volume of hand waah. One pack is still intact with its seal. You may check it any time within a month.,0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,04-06-20,4,Was using other brands for hand wash bt after using Godrej Protekt our own country product I'm fully satisfied n happy . Fragrance is superb n ofcourse value for money product.Will definitely recommend.,1
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,23-08-19,4,Great productBut one thing I want to ask Amazon  being a Global Chain Market why they are using cheap plastic for packaging ?As they are Global the should focus on Bio -degradable plastic for packaging please mail me about this .Thank you,0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,27-03-18,5,"the quality that godrej is delivering is top notch. I previously used lifebuoy, dettol, santoor even patanjali also. but this product is something different. the smell is very good and the clear gel is also very gentle to the hands",0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,01-09-18,5,"Very nice hand wash. I have used most of the brands available in the market and by far this is the best. It's so mild on your hands and does it's job of cleaning well. This is the first time I have used the master blaster, I have been a big fan of their masterchef's hand wash ( different variant ).",1
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,30-08-20,3,The scent and feel of the hand wash seems different from earlier ones as I have been using this brand purechased from  Amazon dealers only since last six months. My impression after first use was it being inferior or not genuine product. As it came from Cloudtrail I do not doubt it but still there is something wrong with this supply.,0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,17-07-20,2,The fragrance that is left behind using the green color product makes you feel in heaven while this wants to run to hell and stay there. This product needs a better smell for this particular blue liquid handwash. I feel like I am in a hospital every time I wash my hands with it.,0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,18-05-20,5,"Firstly thanks to Amazon for ""Delivering Essential Items"" during the lockdown in ""Red Zones"" as it is impossible to think of online product deliveries  in the current situation.No issues with the product ???ç????",1
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,11-07-20,4,This handwash gives a mild scent and very good on pocket. A little liquid spreads well and lathers up well to clean hands efficiently. The reduced MRP makes it more affordable and an added gain. One of the first products in our most essential lists.,0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,01-06-20,4,"I always used Dettol handwash, pink one, that's always better for me.But after using this, I personally feel that it is soften than Dettol handwash.Smell is also better, and foam development is better than Dettol.",0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,16-06-20,5,Purchased 2 packs of 750ml each but surprised to see 1 full pack of 750ml filled into my pump dispenser of 650 ml capacity. To be noted my dispenser is an empty bottle of pantene shampoo having standard capacity. Sure about less volume of hand waah. One pack is still intact with its seal. You may check it any time within a month.,0
B07THHHWH9,Godrej-Protekt-Master-Blaster-Handwash,04-06-20,4,Was using other brands for hand wash bt after using Godrej Protekt our own country product I'm fully satisfied n happy . Fragrance is superb n ofcourse value for money product.Will definitely recommend.,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,25-10-18,5,"Godrej No. 1 is one of those soaps that has been able to balance all the essential tick points in a common bath soap viz pleasant fragrance, good lather, soft on the skin (I use this during Delhi winters and while some soaps leads to skin drying, Godrej No. 1 leaves the skin soft and moisturized) and economical.I personally love the Lime fragrance but all the other ones are good too and it boils down to an individual preference. Irrespective of the fragrance it will not disappoint. Highly recommend.If you find this review useful then please press the ""Helpful"" button. Thanks.",1
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,05-10-18,5,É?õ fast delivery by AmazonÉ?õ Good soapÉ?õ soap price is less and quantity is more,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,02-02-19,4,Nice soap with good fragrance,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,31-05-19,4,"Using ""Godrej no.1 soap"" since many years, this time bought from Amazon, so it will be  Helpful for you to know É?ßã?èÉ??ã?èGood thingsÉ??ã?è1Éèßã?èDefinitely boosts freshness and makes skin softÉ?≠2Éèßã?èThe fragrance is lemon-like which is perfect for summers É??ã?è3Éèßã?èEven a little amount lathers with loofah very well4Éèßã?èHas aloe vera content which has a nourishing effect on skin.. not making it dry after bath5Éèßã?èA Made in India product ????????6Éèßã?èGot (3+1 offer) 4 soaps in É??96; which is quite affordable and less than MRP ????7Éèßã?èQuality and quantity both are good8Éèßã?è No allergic reaction after useÉ??ã?èNot so good thingÉ??ã?è1Éèßã?èIt mentions a lot of chemicals in its ingredients ????Overall ,Its a good soap at this price..???ç???çRecommended!!",1
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,18-10-19,5,We are using Godrej No1 soap from very long time. Fragrance of the soap is really good and very refreshing fragrance last long after bathing. After bathing skin becomes soft and smooth with this soap.  Amazon packing and delivery is really good and got this soap at good deal @ 173/- for 9 soaps. Manufacturing date is 09/19 and best before is 24 months from date of PKD so over all best soap at best deal. Simply go for it without thinking twice???ç??èØ???ç??èØPacking :- 5/5Soap quality :- 5/5Fragrance :- 5/5Delivery :- 5/5Overall :- 5/5,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,28-03-19,5,"first reason to buy is MADE IN INDIA. Second reason is that its no less than any similar foreign products available in market. Except this one is much cheaper, so save few bucks. Very refreshing fragnance which can be felt as soon as u enter bathroom. Does its job well, is soft on skin. What more do u want. Go for it ( made in india)  ;)",0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,02-06-17,4,This is very good quality of soap compared to other soaps And this is cheaper too.. This is made from too grade raw materials. After cinthol original I'm using this soap I'm happy with it. Fragrance is average good it has lemon so it's refreshing.,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,18-05-18,4,Firstly keeping in mind its a budget soap this pack of 4 is really nice and the quality of the soap is good and it has a lovely citrus smell i have tried other godrej soaps but this one is really refreshing for summer days,1
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,04-03-20,5,Godrej No.1 lime is value for money soap.Each soap is 150gms and 4 soaps are sold as bundle. Soap dissolves less in water which ensures that it will last long.Very refreshing and lemon fragrance is good for hot summer days. ????,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,03-10-19,1,Eight soaps delivered while the packing was of 9,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,25-10-18,5,"Godrej No. 1 is one of those soaps that has been able to balance all the essential tick points in a common bath soap viz pleasant fragrance, good lather, soft on the skin (I use this during Delhi winters and while some soaps leads to skin drying, Godrej No. 1 leaves the skin soft and moisturized) and economical.I personally love the Lime fragrance but all the other ones are good too and it boils down to an individual preference. Irrespective of the fragrance it will not disappoint. Highly recommend.If you find this review useful then please press the ""Helpful"" button. Thanks.",0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,05-10-18,5,É?õ fast delivery by AmazonÉ?õ Good soapÉ?õ soap price is less and quantity is more,1
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,02-02-19,4,Nice soap with good fragrance,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,31-05-19,4,"Using ""Godrej no.1 soap"" since many years, this time bought from Amazon, so it will be  Helpful for you to know É?ßã?èÉ??ã?èGood thingsÉ??ã?è1Éèßã?èDefinitely boosts freshness and makes skin softÉ?≠2Éèßã?èThe fragrance is lemon-like which is perfect for summers É??ã?è3Éèßã?èEven a little amount lathers with loofah very well4Éèßã?èHas aloe vera content which has a nourishing effect on skin.. not making it dry after bath5Éèßã?èA Made in India product ????????6Éèßã?èGot (3+1 offer) 4 soaps in É??96; which is quite affordable and less than MRP ????7Éèßã?èQuality and quantity both are good8Éèßã?è No allergic reaction after useÉ??ã?èNot so good thingÉ??ã?è1Éèßã?èIt mentions a lot of chemicals in its ingredients ????Overall ,Its a good soap at this price..???ç???çRecommended!!",0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,18-10-19,5,We are using Godrej No1 soap from very long time. Fragrance of the soap is really good and very refreshing fragrance last long after bathing. After bathing skin becomes soft and smooth with this soap.  Amazon packing and delivery is really good and got this soap at good deal @ 173/- for 9 soaps. Manufacturing date is 09/19 and best before is 24 months from date of PKD so over all best soap at best deal. Simply go for it without thinking twice???ç??èØ???ç??èØPacking :- 5/5Soap quality :- 5/5Fragrance :- 5/5Delivery :- 5/5Overall :- 5/5,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,28-03-19,5,"first reason to buy is MADE IN INDIA. Second reason is that its no less than any similar foreign products available in market. Except this one is much cheaper, so save few bucks. Very refreshing fragnance which can be felt as soon as u enter bathroom. Does its job well, is soft on skin. What more do u want. Go for it ( made in india)  ;)",1
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,02-06-17,4,This is very good quality of soap compared to other soaps And this is cheaper too.. This is made from too grade raw materials. After cinthol original I'm using this soap I'm happy with it. Fragrance is average good it has lemon so it's refreshing.,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,18-05-18,4,Firstly keeping in mind its a budget soap this pack of 4 is really nice and the quality of the soap is good and it has a lovely citrus smell i have tried other godrej soaps but this one is really refreshing for summer days,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,04-03-20,5,Godrej No.1 lime is value for money soap.Each soap is 150gms and 4 soaps are sold as bundle. Soap dissolves less in water which ensures that it will last long.Very refreshing and lemon fragrance is good for hot summer days. ????,0
B078X5298B,Godrej-No-1-Bathing-Soap-Lime,03-10-19,1,Eight soaps delivered while the packing was of 9,1
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,11-03-19,5,"Got it at  Rs.89.00/-.Fregrance is too good. Long lasting up-to 2-6 hours depends on the situation.At this price, good soap.",0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,02-02-19,4,Good soap with nice fragrance,0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,14-05-20,4,Godrej No.1 Sandal Turmeric soaps are extremely value for money as they do not dissolve easily in water resulting in greater longevity.Sandal fragrance is subtle and keeps you fresh after bath.Package includes 4 soaps each of 150gm.Thanks to Amazon Pantry for safe and timely delivery.,1
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,01-11-18,5,It's a very good soap which gives sufficient lather and cleans the body. Also leaves a very good fragrance.,0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,04-08-20,5,"I really don't give out 5 stars lightly. But I LOVE this soap. It smells great. It lasts longer than others sandalwood soaps I've tried. It lathers very well, rinses away well. And the fragrance lasts for a little while afterwards. No drying, sticky residue. Does the job well done É??. And the amount of bars for the price is an added bonus. I have tried the other well known brand and I like this better.",0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,18-10-17,3,Item is ok. Costlier (Rs 76 ) than MRP Price.,0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,30-06-19,4,Itz lyk mysore Sandal.. But mysore Sandal comes only 10 to 13 days for my kids to bath.. But this soap come one month for the same usage.. Value for money,0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,26-08-20,2,"Havn't expected such a low standard soap from Godrej, the scent is just for the first time as if it is applied on top of the soap, longevity also less, the soap vanishes in less than a week for two people and two times a day",1
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,29-10-19,2,The soap doesn't feels good to me. Appears a bit hard. Although price wise its cheap but I personally didn't like it.,0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,19-05-20,1,"I was mislead by the reviews. Overall, its a cheap soap. There are definitely better soaps of Sandal available in the market from different brands.",0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,11-03-19,5,"Got it at  Rs.89.00/-.Fregrance is too good. Long lasting up-to 2-6 hours depends on the situation.At this price, good soap.",1
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,02-02-19,4,Good soap with nice fragrance,0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,14-05-20,4,Godrej No.1 Sandal Turmeric soaps are extremely value for money as they do not dissolve easily in water resulting in greater longevity.Sandal fragrance is subtle and keeps you fresh after bath.Package includes 4 soaps each of 150gm.Thanks to Amazon Pantry for safe and timely delivery.,0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,01-11-18,5,It's a very good soap which gives sufficient lather and cleans the body. Also leaves a very good fragrance.,1
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,04-08-20,5,"I really don't give out 5 stars lightly. But I LOVE this soap. It smells great. It lasts longer than others sandalwood soaps I've tried. It lathers very well, rinses away well. And the fragrance lasts for a little while afterwards. No drying, sticky residue. Does the job well done É??. And the amount of bars for the price is an added bonus. I have tried the other well known brand and I like this better.",0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,18-10-17,3,Item is ok. Costlier (Rs 76 ) than MRP Price.,0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,30-06-19,4,Itz lyk mysore Sandal.. But mysore Sandal comes only 10 to 13 days for my kids to bath.. But this soap come one month for the same usage.. Value for money,1
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,26-08-20,2,"Havn't expected such a low standard soap from Godrej, the scent is just for the first time as if it is applied on top of the soap, longevity also less, the soap vanishes in less than a week for two people and two times a day",0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,29-10-19,2,The soap doesn't feels good to me. Appears a bit hard. Although price wise its cheap but I personally didn't like it.,0
B07QB5YZB8,Godrej-No-1-Bathing-Soap-Turmeric,19-05-20,1,"I was mislead by the reviews. Overall, its a cheap soap. There are definitely better soaps of Sandal available in the market from different brands.",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,06-08-20,4,"My mom's favorite brand is Godrej, and my wife choose this model, that's why I buy this one. Recently received the product from amazon. Delivery was good and the Delivery Boy never ask for any money really very good and professional. Before buy this I verify the price with local and also Godrej shop's the price of this product is 21600 rupee but in amazon I get this in 16k. So my suggestion never buy the product from local shops if you do that then you also pay the extra money for toli vara and delivery charges might be they can give you some extra ice tray but still amazon is best. Here some pros and cons I providePros : Beautyfull Colorfull look, direct cool,  large vegetables rack. Absolute zero noise.Cons: backside is open can not remove the water store for clean the water,Only one ice tray so Ice lover feel sad.I had recently get this one so for now this was my review I will again post another review after use of a month. Till then stay tune to searching and reading reviews.",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,31-08-20,1,"Amazon after sales service is PATHETIC, PRODUCT IS DEFECTIVE AND THEY WONT DO REFUND.Refrigerator is making noiseDoor wont shut properlyBack panel coils will be hot, danger for childrenAmazon started selling defective low grade products.i asked for refund they denied, they technician wil come and repair it ( repairing newly bought product)Note: There is nothing like Prime members, even prime members will not get any resolution.HOPELESS AFTER SALES IF PRODUCT IS NOT GOOD..DONT BUY!!!Going to escalate in corp email, lets see what happens!!!***Update**** TataCLIQ has 7 days return policy on refrigerators, lets buy from Indian website, amazon is waste in after sales service.",1
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,13-08-20,4,"The product was delivered as promised. Just checked only. Detailed product review would be made after use of at least one month.The seller has not filled in his details  on the Guarantee/Warranty Card Customer copy, such as  date of purchase, Dealer's name and address, phone number, etc. in the absence of which it is difficult to verify the guarantee period at a later date in case of any problem/issues with the product.  This has to be brought to the notice of the Dealer as well as manufacturer.",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,25-08-20,1,"Product was looking same as it showed in the picture but I am totally disappointed with delivery services, It took 21 days to deliver at my address in damage condition.I would like to replace if it will done within very short of time .",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,24-07-20,1,Got damaged itemNot supportive and fast actions taken!,1
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,29-08-20,5,"Simply awesome...!Spacious, looks good, No issues as of now. If you are thinking about getting it.. well just go for it...! ???ç????",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,12-09-20,5,"After using 7 days reviewing ...Pros :1. Godrej ....superb  ultimately made in india product. Indian brand.2. Low power consumption, 5 Star rated energy saving. Reduce electicity bill.Cons :1. Orderd refrigerator with base drawer, for that É?? 1000/- spend more. Quality of base drawer plastic is very much poor .2. Ice tray is also very small , and quality of plastic not good .Overall value for money ...",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,04-10-20,4,"+No damage upon deliveryCooling is goodNot noisyAmple space for family of 3-4Good lookDry storage is nice.-Door doesnt close on its own, need to push itGlasswares are very delicate (big factor)Water removal cabinet wierdly placedOnly 1 ice cube tray provi",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,08-09-20,5,"Very fuel efficiency is observed, since the date of usage of the product! Very spacious and functioning with minimal sound!???? This Refrigerator is worth enough to be recommended to a small family in a budget price range!???ç????",1
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,24-08-20,5,"I did exchange with BEST Price in the market and everything went well, no doubt about that, In fact, Product delivered on promised date,  and the quality is too good.",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,06-08-20,4,"My mom's favorite brand is Godrej, and my wife choose this model, that's why I buy this one. Recently received the product from amazon. Delivery was good and the Delivery Boy never ask for any money really very good and professional. Before buy this I verify the price with local and also Godrej shop's the price of this product is 21600 rupee but in amazon I get this in 16k. So my suggestion never buy the product from local shops if you do that then you also pay the extra money for toli vara and delivery charges might be they can give you some extra ice tray but still amazon is best. Here some pros and cons I providePros : Beautyfull Colorfull look, direct cool,  large vegetables rack. Absolute zero noise.Cons: backside is open can not remove the water store for clean the water,Only one ice tray so Ice lover feel sad.I had recently get this one so for now this was my review I will again post another review after use of a month. Till then stay tune to searching and reading reviews.",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,31-08-20,1,"Amazon after sales service is PATHETIC, PRODUCT IS DEFECTIVE AND THEY WONT DO REFUND.Refrigerator is making noiseDoor wont shut properlyBack panel coils will be hot, danger for childrenAmazon started selling defective low grade products.i asked for refund they denied, they technician wil come and repair it ( repairing newly bought product)Note: There is nothing like Prime members, even prime members will not get any resolution.HOPELESS AFTER SALES IF PRODUCT IS NOT GOOD..DONT BUY!!!Going to escalate in corp email, lets see what happens!!!***Update**** TataCLIQ has 7 days return policy on refrigerators, lets buy from Indian website, amazon is waste in after sales service.",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,13-08-20,4,"The product was delivered as promised. Just checked only. Detailed product review would be made after use of at least one month.The seller has not filled in his details  on the Guarantee/Warranty Card Customer copy, such as  date of purchase, Dealer's name and address, phone number, etc. in the absence of which it is difficult to verify the guarantee period at a later date in case of any problem/issues with the product.  This has to be brought to the notice of the Dealer as well as manufacturer.",1
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,25-08-20,1,"Product was looking same as it showed in the picture but I am totally disappointed with delivery services, It took 21 days to deliver at my address in damage condition.I would like to replace if it will done within very short of time .",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,24-07-20,1,Got damaged itemNot supportive and fast actions taken!,0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,29-08-20,5,"Simply awesome...!Spacious, looks good, No issues as of now. If you are thinking about getting it.. well just go for it...! ???ç????",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,12-09-20,5,"After using 7 days reviewing ...Pros :1. Godrej ....superb  ultimately made in india product. Indian brand.2. Low power consumption, 5 Star rated energy saving. Reduce electicity bill.Cons :1. Orderd refrigerator with base drawer, for that É?? 1000/- spend more. Quality of base drawer plastic is very much poor .2. Ice tray is also very small , and quality of plastic not good .Overall value for money ...",1
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,04-10-20,4,"+No damage upon deliveryCooling is goodNot noisyAmple space for family of 3-4Good lookDry storage is nice.-Door doesnt close on its own, need to push itGlasswares are very delicate (big factor)Water removal cabinet wierdly placedOnly 1 ice cube tray provi",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,08-09-20,5,"Very fuel efficiency is observed, since the date of usage of the product! Very spacious and functioning with minimal sound!???? This Refrigerator is worth enough to be recommended to a small family in a budget price range!???ç????",0
B07QB5ZDTD,Godrej-Direct-Cool-Refrigerator-1905-PTDI,24-08-20,5,"I did exchange with BEST Price in the market and everything went well, no doubt about that, In fact, Product delivered on promised date,  and the quality is too good.",1
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,30-03-19,4,"I've been using this Godrej aer pocket for a couple of years now. Yes I understand that the fragrance doesn't last for more than a week. It is very strong the first couple of days and rest of the times it is just a light hint of the scent. Then the gel eventually crystallizes.I figured out a way for a 'juggad'. Basically I never take the gel pack out of the plastic cover. There is a hole at the top to hang individual packs for store displays that I cut. Then with scissors, I carefully make 3 slender cuts. This makes the scent come out soft and not too powerful. It lasts for almost 20 days this way. The violet fragrance (purple) lasts for 25 days with this.Hope this review is helpful.",0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,29-10-17,4,"These champs are better considering they are way to different from the Odonil fresheners we have been using for ages (it's basic law of diminishing returns) I'll encourage you to try them for their fragrance, and they are apt for any room in your apartment. When newly opened the fragrance is too strong that i would kick you in the face with it, but it dissolves when you give it a couple of days.Another good part about this is the concept of hanging it, I usually do in the fall ceiling of my washrooms, and it works pretty well.Word of caution: Don't expect it to last a month, because mine never have. Maximum 20 to 22 days, and then you'll want to replace it with a new one, but if you grab it on a deal on Amazon Pantry, it's quite economical",0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,17-12-17,5,"Used this product.fragrance is excellent and of my liking. Very effective for closed spaces including car, toilet, bathroom, offices etc. Easy to install so no zanzat. Fragrance lasts roughly fifteen days, but during this period it should please you and your guests.",0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,08-06-20,1,"Seems duplicate product as the fragrance has faded after 5 days of use. Amazon authorities please do a check with supplier of this product,I think now I cannot return the item as I hv opened the packet,but how a buyer can be sure about the product without using the item??I think this can be a fit case to be filed with consumer forum.Buyers DO NOT BUY THIS PRODUCT.SUNIL",1
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,18-09-19,1,"On each box the MRP is mentioned as rs 160 , for pack of 3 packs it become rs480 but they are selling at rs495 for 3 boxes ,Kindly take a action against this",0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,04-08-19,5,I am overall happy with this product. But if you want to maintain freshness in your toilet area make sure you buy little more quantities of this product as it doesn't last very longer in my frank opinion. No complaints about fragrance. You would surely love it. So go check this out. Very Good product. It wouldn't disappoint you.,0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,29-06-17,2,The smell did not last for a week also. It was strong on the first day. After that one couldn't make out the presence of this product at all.,1
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,27-09-19,5,I think one the best product I have used...It just freshens ur mood... Better than its odonil counterparts... The scent spreads evenly.. just go for it..,0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,27-06-17,3,Some of the packet looks like they have leaked and it is wet all over when you open the seal.  The fragrance does not last for 30 days.  It starts off with very strong smell and within a week it just fades.,0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,19-03-18,5,The misty had kind of a soapy smell but works. Smell is pleasant but hardly you would know about the smell unless you get close to it. The citrus has a sort of tangy smell but i find it better than the misty. Will have to try the violet. Initial days your room will be filled with the pleasant smell but a packet  lasts only for like 14 days. In the latter days you will completely forget about it. If you have the shell to spend then go for it.,0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,30-03-19,4,"I've been using this Godrej aer pocket for a couple of years now. Yes I understand that the fragrance doesn't last for more than a week. It is very strong the first couple of days and rest of the times it is just a light hint of the scent. Then the gel eventually crystallizes.I figured out a way for a 'juggad'. Basically I never take the gel pack out of the plastic cover. There is a hole at the top to hang individual packs for store displays that I cut. Then with scissors, I carefully make 3 slender cuts. This makes the scent come out soft and not too powerful. It lasts for almost 20 days this way. The violet fragrance (purple) lasts for 25 days with this.Hope this review is helpful.",1
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,29-10-17,4,"These champs are better considering they are way to different from the Odonil fresheners we have been using for ages (it's basic law of diminishing returns) I'll encourage you to try them for their fragrance, and they are apt for any room in your apartment. When newly opened the fragrance is too strong that i would kick you in the face with it, but it dissolves when you give it a couple of days.Another good part about this is the concept of hanging it, I usually do in the fall ceiling of my washrooms, and it works pretty well.Word of caution: Don't expect it to last a month, because mine never have. Maximum 20 to 22 days, and then you'll want to replace it with a new one, but if you grab it on a deal on Amazon Pantry, it's quite economical",0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,17-12-17,5,"Used this product.fragrance is excellent and of my liking. Very effective for closed spaces including car, toilet, bathroom, offices etc. Easy to install so no zanzat. Fragrance lasts roughly fifteen days, but during this period it should please you and your guests.",0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,08-06-20,1,"Seems duplicate product as the fragrance has faded after 5 days of use. Amazon authorities please do a check with supplier of this product,I think now I cannot return the item as I hv opened the packet,but how a buyer can be sure about the product without using the item??I think this can be a fit case to be filed with consumer forum.Buyers DO NOT BUY THIS PRODUCT.SUNIL",1
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,18-09-19,1,"On each box the MRP is mentioned as rs 160 , for pack of 3 packs it become rs480 but they are selling at rs495 for 3 boxes ,Kindly take a action against this",0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,04-08-19,5,I am overall happy with this product. But if you want to maintain freshness in your toilet area make sure you buy little more quantities of this product as it doesn't last very longer in my frank opinion. No complaints about fragrance. You would surely love it. So go check this out. Very Good product. It wouldn't disappoint you.,0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,29-06-17,2,The smell did not last for a week also. It was strong on the first day. After that one couldn't make out the presence of this product at all.,0
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,27-09-19,5,I think one the best product I have used...It just freshens ur mood... Better than its odonil counterparts... The scent spreads evenly.. just go for it..,1
B089ZDNWW8,Godrej-aer-Pocket-Bathroom-Fragrance,27-06-17,3,Some of the packet looks like they have leaked and it is wet all over when you open the seal.  The fragrance does not last for 30 days.  It starts off with very strong smell and within a week it just fades.,0
